Nombre;Categoria;Vencimiento;Stock;Precio;Código
Arroz grado 1 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;9792;188741852003
Arroz grado 1 gran selección grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;493;870719740770
Arroz grado 2 gran selección grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;862;676698282853
Lentejas 6mm Máxima 1 kg;arroz y legumbres;2022-07-16;50;479;123684584295
Arroz grado 1 pregraneado grano largo 1 kg;arroz y legumbres;2022-07-16;50;459;637573438312
Poroto español 1 kg;arroz y legumbres;2022-07-16;50;766;774635592551
Arroz grado 1 Premium grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;526;998723951467
Arroz integral grado 1 largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;433;894941805419
Garbanzos sin piel Máxima 1 kg;arroz y legumbres;2022-07-16;50;559;693622659949
Lentejas 4 mm 1 kg;arroz y legumbres;2022-07-16;50;766;434916653933
Lentejas 6 mm 1 kg;arroz y legumbres;2022-07-16;50;833;207553264492
Quinoa 250 g;arroz y legumbres;2022-07-16;50;663;926076353394
Proteína de soya Gourmet bolsa 300 g;arroz y legumbres;2022-07-16;50;549;363610938230
Arvejas verdes partidas 1 kg;arroz y legumbres;2022-07-16;50;566;861501520763
Cuscús doypack 250 g;arroz y legumbres;2022-07-16;50;549;543088114557
Porotos tórtola 1 kg;arroz y legumbres;2022-07-16;50;1083;960347986818
Porotos blancos 1 kg;arroz y legumbres;2022-07-16;50;933;979277093762
Arroz grado 2 Premium grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;493;586257292167
Garbanzos pelados 1 kg;arroz y legumbres;2022-07-16;50;923;956114762632
Arroz pregraneado 1 kg;arroz y legumbres;2022-07-16;50;393;501002263435
Quinoa tricolor 250 g;arroz y legumbres;2022-07-16;50;663;996773788557
Lentejas 6 mm bolsa 1 kg;arroz y legumbres;2022-07-16;50;763;934344579983
Arroz pregraneado grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;829588282256
Arroz grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;338246204304
Arroz grado 1 grano largo ancho 2 kg;arroz y legumbres;2022-07-16;50;1053;690003426189
Porotos negros bolsa 1 kg;arroz y legumbres;2022-07-16;50;619;323404176275
Lentejas bolsa 4 mm 1 kg;arroz y legumbres;2022-07-16;50;866;776857983896
Garbanzos medianos sin piel 1 kg;arroz y legumbres;2022-07-16;50;1033;644849499034
Cous cous 250 g;arroz y legumbres;2022-07-16;50;393;676419599258
Quinoa tricolor 250 g;arroz y legumbres;2022-07-16;50;739;729205275548
Arroz grado 1 integral 1 kg;arroz y legumbres;2022-07-16;50;593;967858125725
Arvejas verdes bolsa 500 g;arroz y legumbres;2022-07-16;50;709;373203614619
Arroz integral grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;267330493345
Lentejas bolsa 6 mm 1 kg;arroz y legumbres;2022-07-16;50;899;723377486759
Arroz especial Miraflores paella 175 g;arroz y legumbres;2022-07-16;50;256;623671524265
Arroz grado 2 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;566;583654325162
Arroz grado 2 grano largo y ancho graneado 1 kg;arroz y legumbres;2022-07-16;50;459;615369604013
Lentejas 5 mm bolsa 1 kg;arroz y legumbres;2022-07-16;50;823;961074437041
Porotos Blancos Martini Bolsa 500 g;arroz y legumbres;2022-07-16;50;706;556518325170
Arroz grado 1 grano largo delgado 1 kg;arroz y legumbres;2022-07-16;50;353;824218966964
Arroz grado 2 de 1 kg;arroz y legumbres;2022-07-16;50;449;621270055861
Quínoa 250 g;arroz y legumbres;2022-07-16;50;706;335694584757
Arroz Basmati grano largo y delgado 400 g;arroz y legumbres;2022-07-16;50;643;165160000439
Trigo mote 1 kg;arroz y legumbres;2022-07-16;50;823;895090916280
Porotos negros 1 kg;arroz y legumbres;2022-07-16;50;583;132923358136
Porotos hallados 1 kg;arroz y legumbres;2022-07-16;50;1073;342511803323
Garbanzos pelados 1 kg;arroz y legumbres;2022-07-16;50;933;738650782656
Lentejas 5 mm 1 kg;arroz y legumbres;2022-07-16;50;913;469783387073
Arroz Risotto Carnaroli 400 g;arroz y legumbres;2022-07-16;50;533;644295703493
Linaza Mi Tierra Bolsa 200 grs.;arroz y legumbres;2022-07-16;50;473;875549899717
Arroz risotto italiano Tucapel 1 kg;arroz y legumbres;2022-07-16;50;1066;767471410121
Arroz Paella grano corto 400 g;arroz y legumbres;2022-07-16;50;413;349925235658
Lentejas bolsa 5 mm 1 kg;arroz y legumbres;2022-07-16;50;883;433503615947
Chuchoca Martini 500 g;arroz y legumbres;2022-07-16;50;473;174215076813
Sésamo Tostado Mi Tierra Bolsa 100 g;arroz y legumbres;2022-07-16;50;523;873171450829
Arvejas verdes 1 kg;arroz y legumbres;2022-07-16;50;653;137702874063
Porotos negros bolsa 1 kg;arroz y legumbres;2022-07-16;50;796;570719534035
Cereal de arroz sabor berries Orgran 300 g;arroz y legumbres;2022-07-16;50;1166;548921433046
Semillas de girasol 125 g;arroz y legumbres;2022-07-16;50;586;115027196891
Trigo Mote Martini 500 g;arroz y legumbres;2022-07-16;50;426;526749301732
Arvejas partidas 1 kg;arroz y legumbres;2022-07-16;50;633;204240346086
Polenta Italina Martini 500 g;arroz y legumbres;2022-07-16;50;373;527159655399
Arroz grado 1 grano largo pregraneado 1 kg;arroz y legumbres;2022-07-16;50;463;894241332202
Cereal hojuelas de quinoa Orgran 350 g;arroz y legumbres;2022-07-16;50;1299;775310646252
Semillas de Amapola La Fuente Natural Bolsa 125 g;arroz y legumbres;2022-07-16;50;869;747516353521
Cheetos palitos Flamin Hot 210 g;coctel;2022-07-16;50;599;983975533558
Doritos queso 172 g;coctel;2022-07-16;50;1106;291022117878
Papas Fritas Lay's Corte Americano 220 g;coctel;2022-07-16;50;1132;822154664953
Papas Fritas Marco Polo Caseras 250 g;coctel;2022-07-16;50;993;854169746427
Papas Fritas Marco Polo Corte Americano 250 g;coctel;2022-07-16;50;993;911850642428
Ramitas sabor queso mantecoso 250 g;coctel;2022-07-16;50;1062;350589025275
Papas Fritas Corte Americano 230 g;coctel;2022-07-16;50;459;384479525886
Papas Fritas Corte Americano 400 g;coctel;2022-07-16;50;1342;165840288766
Ramitas de queso 270 g;coctel;2022-07-16;50;423;262746430464
Galletas Crackelet 85 g;coctel;2022-07-16;50;258;914107980801
Papas Artesanales Sal de Mar 185 g;coctel;2022-07-16;50;593;221307419650
Aceituna huasco 200 g;coctel;2022-07-16;50;743;390331595773
Papas Fritas Marco Polo Corte Americano 400 g;coctel;2022-07-16;50;776;295776836612
Maní salado 180 g;coctel;2022-07-16;50;269;729503210500
Papas Fritas Lay's Tipo Americano 380 g;coctel;2022-07-16;50;853;523679357959
Ramitas saladas 270 g;coctel;2022-07-16;50;423;295080459271
Papas Fritas Marco Polo Rústicas con Sal de Mar 185 g;coctel;2022-07-16;50;696;891172879369
Papas Fritas Caseras Marco Polo Bolsa 400 g;coctel;2022-07-16;50;776;866935954439
Papas Fritas Kryzpo Original 130 g;coctel;2022-07-16;50;613;845345700875
Ramitas sabor queso 350 g;coctel;2022-07-16;50;783;675765296138
Cheezels retro snack 220 g;coctel;2022-07-16;50;599;695734582279
Papas Fritas Lay's Mediterráneas Jamón 200 g;coctel;2022-07-16;50;1196;459459410960
Ramitas sabor original 250 g;coctel;2022-07-16;50;1062;641177656340
Chucrut 200 g;coctel;2022-07-16;50;413;484647787546
Papas Artesanales Sal de Mar 250 g;coctel;2022-07-16;50;793;216887794716
Maní Salado Marco Polo Bolsa 160 g;coctel;2022-07-16;50;9052;299851578397
Cheetos palitos queso 300 g;coctel;2022-07-16;50;556;725724527646
Pepinillos frasco 850 g;coctel;2022-07-16;50;6036;305611594785
Pack Papas Fritas Lay's Stax Original 268 g;coctel;2022-07-16;50;1153;186313260066
Papas Fritas Caseras Marco Polo Sabor Crema y Ciboulet 200 g;coctel;2022-07-16;50;609;872444820516
Papas fritas original 260 g;coctel;2022-07-16;50;1033;508516989989
Papas Fritas Lay's Stax Crema y Cebolla 134 g;coctel;2022-07-16;50;646;287499754536
Papas Fritas Kryzpo Original 37 g;coctel;2022-07-16;50;226;756527586346
Maní salado 160 g;coctel;2022-07-16;50;329;783628999727
Papas Fritas Lay's Mediterráneas Orégano 200 g;coctel;2022-07-16;50;1196;662055681072
Papas Fritas Lay's Corte Liso 220 g;coctel;2022-07-16;50;1132;276765137969
Plátano frito 240 g;coctel;2022-07-16;50;1366;544289348661
Papas Fritas Kryzpo Crema Cebolla 130 g;coctel;2022-07-16;50;613;683440962619
Maní japonés 200 g;coctel;2022-07-16;50;463;344328182844
Aceitunas verdes rellenas de pimiento 85 g drenado;coctel;2022-07-16;50;366;125078060100
Twistos sabor jamón 110 g;coctel;2022-07-16;50;359;267697232964
Maní con miel 150 g;coctel;2022-07-16;50;356;426126310474
Ramitas queso 250 g;coctel;2022-07-16;50;946;989528341581
Crunchis suflé de papa Marco Polo 280 g;coctel;2022-07-16;50;576;639462890579
Ramitas saladas 250 g;coctel;2022-07-16;50;946;529621933139
Chis Pop tutti frutti 220 g;coctel;2022-07-16;50;589;831720266837
Aceituna sevillana 200 g;coctel;2022-07-16;50;1001;597532408919
Tortillas de maíz panchitos 320 g;coctel;2022-07-16;50;776;215105313882
Castañas de cajú saladas 80 g;coctel;2022-07-16;50;593;200306801755
Papas Fritas Marco Polo Rústicas Sabor Merkén 185 g;coctel;2022-07-16;50;696;989026868320
Crunchis Soufle maní 230 g;coctel;2022-07-16;50;519;742063078500
Maní sin sal 160 g;coctel;2022-07-16;50;329;766605229164
Maní Salado Marco Polo Bolsa 430 g;coctel;2022-07-16;50;1900;220215983214
Pepinillos en vinagre bolsa 200 g;coctel;2022-07-16;50;409;929351236720
Maní sin Sal Marco Polo Bolsa 160 g;coctel;2022-07-16;50;299;684527033457
Aceitunas huasco 200 g drenado;coctel;2022-07-16;50;516;196689116274
Maní con Miel Marco Polo Bolsa 150 g;coctel;2022-07-16;50;393;913632967794
Popcorn dulce para microondas 91 g;coctel;2022-07-16;50;659;995102432372
Papas Fritas Lay's Stax Original 134 g;coctel;2022-07-16;50;646;278411132021
Papas Fritas Lay's Artesanas 185 g;coctel;2022-07-16;50;809;829681466484
Aceitunas verdes rellenas de ají jalapeño 85 g drenado;coctel;2022-07-16;50;366;393832242299
Suflé Gatolate chocolate 220 g;coctel;2022-07-16;50;643;512397606012
Mix frutos secos Millantu 120 g;coctel;2022-07-16;50;466;155201141885
Ramitas saladas 350 g;coctel;2022-07-16;50;783;639384927357
Pistachos 80 g;coctel;2022-07-16;50;599;959844670591
Doritos queso 410 g;coctel;2022-07-16;50;983;573943741568
Tortillas Fuego 200 g;coctel;2022-07-16;50;616;521114426495
Tortillas sabor sal 285 g;coctel;2022-07-16;50;733;546621766787
Pickle surtido 200 g;coctel;2022-07-16;50;593;516883733635
Suflé maní 250 g;coctel;2022-07-16;50;892;874781957254
Papas Fritas Lay's Lisas 380 g;coctel;2022-07-16;50;853;220493462662
Snack De Todito 400 g;coctel;2022-07-16;50;989;915738860680
Papas Fritas Kryzpo Queso 130 g;coctel;2022-07-16;50;613;195440000137
Aceitunas negras descarozadas 250 g;coctel;2022-07-16;50;1355;896927087754
Tortillas Terra sabor queso 180 g;coctel;2022-07-16;50;433;280270126223
Cabritas Evercrisp caramelo 250 gr;coctel;2022-07-16;50;659;992846470287
Snack Mix Marco Polo Envase 320 g;coctel;2022-07-16;50;1546;732097879183
Maní japonés original 100 g;coctel;2022-07-16;50;256;973621263506
Aceitunas verdes sin carozo 450 g;coctel;2022-07-16;50;1099;649505856659
Choco Cracs 160 g;coctel;2022-07-16;50;559;618474626201
Maní tipo Japonés Marco Polo Bolsa 100 grs.;coctel;2022-07-16;50;496;831770909850
Tortillas original 200 g;coctel;2022-07-16;50;616;891429264539
Maní salado 403 g;coctel;2022-07-16;50;779;818675776668
Nuez partida 100 g;coctel;2022-07-16;50;726;475856477340
Crunch Cheese Suflés bolsa 280 g;coctel;2022-07-16;50;573;823552564382
Maní japonés 200 g;coctel;2022-07-16;50;599;178240117921
Papas Fritas Inferno Spicy Cheddar 175 g;coctel;2022-07-16;50;656;808094006437
Papas Fritas Marco Polo Rústicas Sal de Mar 280 g;coctel;2022-07-16;50;913;589961190566
Snack De Todito original 140 g;coctel;2022-07-16;50;373;665870212263
Pop color 270 g;coctel;2022-07-16;50;959;240621927596
Pop cheese 270 g;coctel;2022-07-16;50;959;458389028015
Papas Fritas Lay's Stax Cheddar 134 g;coctel;2022-07-16;50;646;160246160565
Mani doritos queso maniax 150 g;coctel;2022-07-16;50;533;822326197431
Tortillas de maíz con sésamo panchitos 320 g;coctel;2022-07-16;50;776;704394968247
Suflé sabor maní 230 g;coctel;2022-07-16;50;456;342706134202
Alcaparras frasco 142 g;coctel;2022-07-16;50;766;785149213884
Aceitunas verdes rellenas de pasta de pimiento 250 g;coctel;2022-07-16;50;1355;955254881468
Doritos ruleta picante 172 g;coctel;2022-07-16;50;1072;406146694334
Papas Fritas Marco Polo Sabor Limón 200 g;coctel;2022-07-16;50;609;883804773567
Twistos sabor queso 110 g;coctel;2022-07-16;50;359;354293480644
Maní con pasas bolsa 180 g;coctel;2022-07-16;50;423;284883795143
Popcorn mantequilla para microondas 91 g;coctel;2022-07-16;50;659;189784202442
Pesto sabor genovés 140 g;coctel;2022-07-16;50;643;933075377359
Suflé Traga Traga frambuesa 220 gr;coctel;2022-07-16;50;643;292400512208
Papas Fritas Lay's Limón 200 g;coctel;2022-07-16;50;1196;367027928273
Salsa para untar Gourmet premium alcachofa espinaca 200 g;coctel;2022-07-16;50;496;932813511897
Almendras saladas 80 g;coctel;2022-07-16;50;499;129289600218
Pepinillos dil agridulces 200 g;coctel;2022-07-16;50;576;424150473951
Aceitunas Azapa natural 200 g drenado;coctel;2022-07-16;50;700;736876854501
Chucrut bolsa 200 g;coctel;2022-07-16;50;273;579710188776
Maní japonés Maniax salado 200 g;coctel;2022-07-16;50;533;317626662121
Crunchis Tubos Marco Polo 300g;coctel;2022-07-16;50;566;501752044779
Papas Fritas Kryzpo Queso 260 g;coctel;2022-07-16;50;1033;838666173677
Maní japonés 150 g;coctel;2022-07-16;50;749;398414175472
Popcorn caramelo maní 250 g;coctel;2022-07-16;50;586;299438849266
Maní Crocante con Merkén Millantú Bolsa 100 g;coctel;2022-07-16;50;249;327864220917
Vegetales artesanales 180 g;coctel;2022-07-16;50;10717;167204969718
Crunchis Pops Marco Polo 300g;coctel;2022-07-16;50;583;683526421751
Mix frutos secos Marco Polo 80 g;coctel;2022-07-16;50;887;796571630841
Maní con miel Marco Polo 350 g;coctel;2022-07-16;50;813;859678121210
Mix de maní 350 g;coctel;2022-07-16;50;2142;665783139577
Maní japonés Maniax sabor jamón 100 g;coctel;2022-07-16;50;293;833258110201
Frutos secos Vivo nuts y coco 80 g;coctel;2022-07-16;50;446;553619954941
Papas Fritas Lay's Corte Americano 42 g;coctel;2022-07-16;50;220;774622485757
Papas Fritas Marco Polo Rústicas Sabor Queso 185 g;coctel;2022-07-16;50;696;858934287618
Crunchis palitos queso 350 g;coctel;2022-07-16;50;1109;418230672642
Tortillas Xplosion 200 g;coctel;2022-07-16;50;616;388828839172
Snack papas ramitas cebolla grillada 170 g;coctel;2022-07-16;50;726;844607675651
Salsa para untar light Ajo y Orégano 200 g;coctel;2022-07-16;50;409;214144580874
Chucrut Kühne Fasskraut 700 g;coctel;2022-07-16;50;899;426305830155
Papas Fritas Kryzpo Merkén 130 g;coctel;2022-07-16;50;613;943040003339
Snack De Todito sabor queso 290 g;coctel;2022-07-16;50;849;657703009550
Papas Fritas Buka Cebolla Caramelizada 185 g;coctel;2022-07-16;50;813;646383803663
Salsa para untar Gourmet premium cebolla y ajo 200 g;coctel;2022-07-16;50;496;231013006611
Terra vegetales doypack 180 g;coctel;2022-07-16;50;999;828600884500
Aceitunas verdes descarozadas 250 g;coctel;2022-07-16;50;1355;369194147095
Papas Fritas Lay's Artesanas 270 g;coctel;2022-07-16;50;1106;256243350808
Papas Artesanales Merkén 185 g;coctel;2022-07-16;50;593;685652507929
Papas Fritas Marco Polo Queso 200 g;coctel;2022-07-16;50;596;483841334554
Aceitunas verdes con carozo 198 g;coctel;2022-07-16;50;466;809248136476
Tortillas Terra con sal de mar 180 g;coctel;2022-07-16;50;433;283011955997
Mix nuts Marco Polo 350 g;coctel;2022-07-16;50;2142;311560133918
Pepinillos agridulces Kühne frasco Cetriolli 360 g;coctel;2022-07-16;50;999;348173131039
Crunch Cheese Rayos bolsa 280 g;coctel;2022-07-16;50;1031;151129283869
Maní con pasas 350 g;coctel;2022-07-16;50;813;418360245537
Tortillas Terra maíz morado 180 g;coctel;2022-07-16;50;433;874581802274
Popcorn endulzadas 210 g;coctel;2022-07-16;50;806;172786785571
Aceitunas sevillanas 200 g drenado;coctel;2022-07-16;50;683;715725995292
Salsa americana 250 g;coctel;2022-07-16;50;536;464338017565
Tortillas Terra jalapeño limón 180 g;coctel;2022-07-16;50;433;123228986660
Popcorn natural para microondas 91 g;coctel;2022-07-16;50;8897;619996478759
Brezel salados 150 g;coctel;2022-07-16;50;766;915517627682
Maní salado 270 g;coctel;2022-07-16;50;2303;254262156586
Snack De Todito queso 120 g;coctel;2022-07-16;50;373;871043865901
Maní sin sal 403 g;coctel;2022-07-16;50;779;725956033838
Pistachos bolsa 80 g;coctel;2022-07-16;50;1289;957733076269
Almendra natural 700 g;coctel;2022-07-16;50;2663;637654768946
Papas Fritas Inferno Rústicas 175 g;coctel;2022-07-16;50;730;857446964532
Cheezels 30 g;coctel;2022-07-16;50;193;963290709302
Snack De Todito sabor original 290 g;coctel;2022-07-16;50;849;998293052728
Popcorn Terra endulzadas 200 g;coctel;2022-07-16;50;689;899856702778
Frutos secos Nuts y Semillas 80 g;coctel;2022-07-16;50;446;251397471547
Papas Fritas Kryzpo Original 190 g;coctel;2022-07-16;50;799;344021122363
Popcorn con caramelo 161 g;coctel;2022-07-16;50;6317;691174751549
Takis Wapas fuego 170 g;coctel;2022-07-16;50;683;457308659007
Papas cebolla dulce chips nativas Tika 180 g;coctel;2022-07-16;50;926;560252599620
Maní japonés 400 g;coctel;2022-07-16;50;1113;775210532165
Aceitunas verdes rellenas con pimentón 330 g;coctel;2022-07-16;50;826;644361788742
Aceitunas Azapa amarga natural 200 g drenado;coctel;2022-07-16;50;813;812069412170
Terra veggie sticks doypack 130 g;coctel;2022-07-16;50;733;115942882634
Papas Fritas Pringles Original 149 g;coctel;2022-07-16;50;730;129524440397
Terra camote doypack 170 g;coctel;2022-07-16;50;939;891715861840
Cebollitas perla en vinagre 300 g;coctel;2022-07-16;50;439;537480215888
Maní japonés merkén 100 g;coctel;2022-07-16;50;329;252544949592
Takis Wapas queso loco 170 g;coctel;2022-07-16;50;683;765576584535
Castaña de Cajú Marco Polo Bolsa 80 g;coctel;2022-07-16;50;1313;641693728090
Panchitos chips bolsa 320 g;coctel;2022-07-16;50;739;502825852251
Papas Fritas Pringles BBQ 158 g;coctel;2022-07-16;50;730;189251755354
Mix vegetales mostaza miel 180 g;coctel;2022-07-16;50;899;510697536862
Almendra tostada 700 g;coctel;2022-07-16;50;2930;467563248991
Papas Fritas Buka Tomate 185 g;coctel;2022-07-16;50;813;166815096161
Popcorn mantequilla para microondas 85 g;coctel;2022-07-16;50;1754;868055833955
Almendras con miel 80 g;coctel;2022-07-16;50;1109;570915872101
Habas fritas 150 g;coctel;2022-07-16;50;966;789037309286
Pasta de alcachofa frasco 140 g;coctel;2022-07-16;50;766;216553323879
Papas Fritas Lay's Sabor Ketchup 200 g;coctel;2022-07-16;50;643;174043946343
Hummus con tahini 100 g;coctel;2022-07-16;50;486;631733149033
Mix vegetales 180 g;coctel;2022-07-16;50;6658;797758053738
Mani Flamin Hot Maniax 150 g;coctel;2022-07-16;50;493;429802110316
